drug_1_name,drug_2_name,weight
Ciprofloksacyna,Tlenek magnezu,3
Ranolazine,Bosutynib,0
Azytromycyna,Ivabradyna,2
Alprazolam,Pramipeksole,4
Ritonawir,Panobinostat,3
Amfetamina,Acetofenazyna,0
Roflumilast,Ustekinumab,0
Morfina,Meclizyna,3
Sulfametoksazol,Insulina Aspart,0
Drospirenon,Kwas tiaproofenowy,1
Fenobarbital,Everolimus,4
Tinzaparina,Ibrrutynib,0
Bacofen,Paraldehyd,1
Sildenafil,Losartan,2
Citalopram,Sulfametoksazol,1
kwas gamma-hydroksybutyryczny,Okrutnik,0
Klozapina,Olaparib,3
Aprepitant,Diazepam,0
Amfetamina,Metazolamid,2
Werapamil,Simeprewir,1
Chinidyna,Wodorowęglan sodu,3
Metoksamina,Salbutamol,0
Pimozyd,Lewomilnacipran,4
Aprepitant,Felbamat,1
Fentoina,Alfuzosina,2
Fludrokortyzon,Wildagliplina,2
Levotyroksine,Orlistat,0
Tramadol,Abirateron,2
Dronabinol,Darunawir,3
Digoksyna,Dihydrotachysterol,0
Fluperiksol,Ramosetron,2
Hydroksyurea,Sipuleucel-T,0
Rituksimab,Nebivolol,4
Trifluperazine,Abirateron,4
Indinewir,Delavirdine,1
Lorazepam,Citalopram,2
Metaraminol,Phendimetrazine,1
Entakapon,Tapentadol,4
Terazosina,Nadolol,3
Buspiron,Fenelzine,2
Olanzapina,Arypiprazol,3
Oksybutynina,Ceritnib,3
Fenobarbital,Brentuksimab Wedotina,2
Glukagon,Prochlorperazina,0
Lewcetirizine,Betahistyna,4
Fluwoksamina,Acenokumarol,4
Eplerenon,Konivaptan,2
Nitroprusid,Nimodypina,0
Tramadol,Butorfanol,4
Cisplatyn,Neomycyna,1
Rifabutina,Norgestive,1
Paracetamol,Heksobarbital,3
Zolpidem,Dziurawiec,2
Sulindak,Aspiryna,2
Phentermine,Chlorprotiksen,2
Mekamyloamina,Gentamy,3
Werapamil,Siltuksimab,2
Trastuzumab,Dinuteuksimab,2
Flucytozyna,Gimeracil,2
Dyszyramid,Tolbutamid,0
Lansoprazol,Metotreksat,3
Nicardypina,Idelalisib,1
Insulina Ludzka,Stanolon,0
Ramipryl,Telmisartan,0
Capromab pendetyd,Enzalutamid,3
Apiksaban,Idelalisib,4
Fentanyl,Trichlormetiazyd,3
Nizatydyna,Dasatynib,4
Chlorpromazyna,Cyklobenzapryna,2
Bretylium,Dronedaron,0
Siarczan magnezu,Perfenazyna,1
Estramustyna,Glukonat wapnia,4
Chinina,Konivaptan,1
Doksycylina,Sacharoza żelazowa,2
Phentermine,Benzphetamina,3
Torasemid,Diazoksyd,4
Tacrolimus,Teriflunomid,3
Kwas tiaproofenowy,Dalteparna,4
Butabarbital,Rifabutina,1
Doofetiled,Lamotrygina,0
MequitaZine,Arypiprazol,0
Deksametazon,Insulina Aspart,4
Amfetamina,Rasagilina,2
Cetyryzyna,Azelastyna,4
Nabilon,Flunizyna,3
Żelazny dekstran,Cilazapril,0
Peginterferon alfa-2b,Metadon,3
Wilazodon,N / A,3
Karbamazepina,Paraldehyd,1
Netupitant,Palbocyclib,4
Fondaparinuks,Estry etylowe Omega-3-kwasowe,3
Metoklopramid,Ergometrine,2
Progesteron,Everolimus,0
Pimozyd,Eluksadlina,0
Citalopram,Wardenafil,4
Flukonazol,Rabeprazol,4
Bromfeniramina,Itopryd,4
Prymenid,"Benzylopenicillin benzatine hydrat
Składnik produktu dla benzylopenicillina",0
Aldesleukina,Bretylium,3
Amfetamina,Trifluperazine,1
Capreomycyna,Cisatracurium,3
Cyproheptadyna,Perampanel,4
Fenelzine,Sertindole,0
Kwas klodronowy,Ribostamycyna,4
Orcyprenalina,Isocarboksazid,1
Meprobamat,Johimbina,0
Telaprewir,Nintedanib,0
Beksaroten,Klozapina,2
Marawiroc,Tocilizumab,1
Kofeina,Rytodryna,4
Insulina Ludzka,Cortycotropina,1
Fluisolid,Ceritnib,3
Teofilina,Orcyprenalina,4
Tranilcypromina,Liraglutyd,3
Nortriptylina,Acetofenazyna,4
Midazolam,Simeprewir,3
Pentobarbital,Somatostatyna,4
Rivastigmine,Acetofenazyna,2
Tamoksyfen,Clomipramina,0
Moklobemid,Paliperydon,3
Sucykinylocholina,Neostigmina,3
Lisinopril,Sitagliptyna,4
OksCarbazepine,Chlorotiazid,2
Beksaroten,Sondegib,2
Karbamazepina,Bendamustyna,4
Infliksymab,Kwas klodronowy,3
Prilokaina,Isosorbide Dinitrat,0
Piroksicam,Diklofenak,3
Chlorstalidon,PROCYCIDINE,3
Telitromycyna,Pimozyd,3
Hydroksyzyna,Tiagabina,0
Imiquimod,Denosumab,4
Gliklazyd,Buserelina,4
Tolmetina,Rivaroksaban,4
Diltiazem,Dantrolen,3
Fenelzine,Prokarbazyn,1
Tesmilifen,Pazopanib,1
Chlorpropamid,Trójtlenek arsenu,0
Ramipryl,Everolimus,3
Prochlorperazina,Trazodon,1
Fluoksetyna,Buspiron,0
Rifampicyna,Cabozantynib,3
Sertralina,Acenokumarol,1
Capromab pendetyd,Ganiliks,1
Abciksimab,Tiklopidyna,1
Esmolol,Trebrostinil,2
Fluwoksamina,Darifenacyna,4
Alteplaze,Escitalopram,0
Dydrogesteron,Nadroparyna,4
Alprazolam,Ketokonazol,1
Danaparoid,Etylowy biscoummacetat,3
Atazanawir,Stiripentol,3
Metoksamina,Articaine,2
Newirapine,Saksagliptina,4
Dicoumarol,Klarytromycyna,2
Prrazosina,Sotalol,3
Cefaleksyna,Siarczan cynkowy,4
Dyporylina,Iobenguan,4
Kwas mefenamowy,Streptomycyna,0
Sertralina,Fosforan Tedizolidu,0
Metadon,Kwas tioniczny,0
Dronabinol,Klarytromycyna,4
Witamina E,Diklofenak,0
Prochlorperazina,Sumatriptan,3
Salicylan magnezowy,Acenokumarol,0
Atorwastatyna,Etrawiryna,4
Etosumid,Paraldehyd,2
Cefiksime,Tobramycyna,3
Kwas fusydowy,Izosorbyd,2
Nimodypina,Molsidomine,1
Hydroksyzyna,Feksofenadyna,0
Modafinil,Idelalisib,4
Chlorstalidon,Deksketoprofen,3
Losartan,Mifepriston,0
Deferasiroks,Roflumilast,1
Bendroflumetiazyd,Tadalafil,1
Tenofowir Dispoksil,Ketoprofen,1
Kanamycyna,Cefotetan,1
Duloksetyna,Kwas salicylowy,3
Woriconazol,Flunizyna,0
Metadon,Desipramina,2
Nalbuphine,Paraldehyd,0
Posakonazol,Fosamprenawir,1
Carteolol,Ruksolitynib,0
Metformina,Diazoksyd,2
Cefotaksime,Spektaklomycyna,0
Prymidon,Trabtykedina,1
Skopolamina,Suvoreksant,2
Indacaterol,Betahistyna,0
Tenofowir Dispoksil,Ibuprofen,1
Lapatynib,Pazopanib,0
Nilotynib,Pazopanib,3
Atomoksyna,Terbutalina,1
Sulpiryd,Phendimetrazine,0
Tymazepam,Azelastyna,2
Ciprofloksacyna,Wodorotlenek aluminium,2
Nelfinawir,Mefloquine,0
Trimetadion,Mefloquine,1
Brimondyna,Linezolid,0
Wankomycyna,Ketoprofen,2
Pindolol,Bretylium,2
Klozapina,Obinutuzumab,4
Triamteren,Jodek potasu,1
Fluokinonid,Deferasiroks,2
Ciprofloksacyna,Tizanidine,1
Hyoscyamina,Ramosetron,1
Amoksycylina,Acenokumarol,3
Windesine,Nefazodon,4
Fosfofenytoina,Wemurafenib,4
Amiloryd,Leworfanol,0
Clemastena,Mirtazapine,0
Dipyridamole,Karwedilol,3
Wincristyna,Werapamil,4
Mefenterminna,Dekstroamphetamina,1
Klozapina,Diazepam,1
Tobramycyna,Ibandronat,0
Karbamazepina,Boceprewir,0
Fenylefryna,Isoprenlina,4
Metylofenidat,Rasagilina,1
Paroksetyna,Pomalidomid,1
Oksandrolon,Insulina Aspart,3
Anakinra,Certolizumab Pegol,0
Doksorubicyna,Difenhydramina,2
Mekamyloamina,Hydrochlorotiazyd,4
Ganciclowir,Imipenem,2
Rosuvastatyna,Dronedaron,1
Sulpiryd,Amoksapina,4
Klozapina,Moklobemid,1
Nelfinawir,Sorafenib,0
Indometacyna,Digoksyna,4
Perfenazyna,Bromocripteina,1
Metaminództwo,Wardenafil,3
Demeklocyklina,Mipomersen,3
Etodolak,Collagenase Clostridium Histolitum,1
Desipramina,Acepromazyna,1
Tesmilifen,Saksagliptina,0
Alfuzosina,Guanfacyna,0
Amikacja,Wankomycyna,1
Armodafinil,Nafazolina,3
Pentobarbital,Triamteren,0
Mitotane,Repaglinid,4
Amiloryd,Pentonoksifylina,3
Buspiron,Siltuksimab,2
Dicoumarol,Lansoprazol,2
Chlordiazepoksyd,Fenelzine,4
Fentoina,Tolterodina,1
Rifabutina,Bepridil,0
Secobarbital,Spironolakton,0
Klozapina,Merkaptopurina,3
Itrakonazol,Edoksaban,1
Fenobarbital,Simeprewir,1
Danazol,Pitavastatyna,2
Erytromycyna,Trabtykedina,2
Quetiapine,Cimetropium,2
Dihydrokodeina,Kwasy tłuszczowe omega-3,3
Escitalopram,Ivabradyna,0
Mitotane,Rivaroksaban,4
Secobarbital,Trimetoprim,4
Azytromycyna,Ledipaswir,4
Pimecrolimus,Paklitaksel,0
Ritonawir,Sondegib,4
Butabarbital,Pindolol,0
Sulpiryd,Prochlorperazina,0
Oksaprozyna,Pralatreksat,0
Toksyna botulinowa typu A,Risperidon,4
Esmolol,Carteolol,3
Sildenafil,Sulfizoksazol,4
Ropiniol,Lamotrygina,3
Triamteren,Piroksicam,4
Nefazodon,Ceritnib,1
Indinewir,Lumefantryna,4
Eksemestane,Rifapencja,2
Topiramat,PROCYCIDINE,2
Talidomid,Doksepina,2
Colestipol,Deferasiroks,2
Insulina Ludzka,Bumetanid,3
Pentobarbital,Perampanel,3
Pravastatyna,Paroksetyna,4
DOXAZOSYina,Perhekslina,4
Arypiprazol,Sulconazol,4
Toksyna botulinowa typu A,Meclizyna,0
Metformina,Pentamidyna,1
Gemfibrozil,Agomelatyna,4
Terbutalina,Lisdeksamfetamina,0
Nelfinawir,Meperidyna,3
Rotigotina,DEXCROLORFENIRIRAMINE MALEATE,0
Zolpidem,Clomipramina,3
Alprazolam,Brimondyna,2
Chlordiazepoksyd,Dziurawiec,4
Sertindole,Wilazodon,2
Nortriptylina,Benzquinamid,1
Pioglitazon,Insulina detemir,2
Metyrozyna,Zuclopentiksol,2
Droperidol,Flurazepam,4
Rosuvastatyna,Simeprewir,3
Werteporfina,Demeklocyklina,0
Indometacyna,Kwas salicylowy,4
Pemetreksed,Kwas tiaproofenowy,0
Teofilina,Estazolam,4
Insulina Glargine,Nelfinawir,3
Citalopram,Netupitant,4
Omacetaksine Mepesuccynat,Rivaroksaban,0
Tiklopidyna,Pentosan polisulfat,1
Insulina Lispro,Eksenatyd,0
Droperidol,Podtlenek azotu,4
Nefazodon,Domperidon,3
Darunawir,Rilpiwiryna,2
Metyrozyna,Prymidon,4
Beksaroten,Wincristyna,3
Oksazepam,Buprenorfina,1
Lorazepam,Amoksapina,1
Goserelina,Mefloquine,2
Quazepam,Perampanel,2
Cyklosporyna,Netupitant,3
Morfina,Prochlorperazina,2
Nafcillina,Simeprewir,1
Dronabinol,Dietylopropion,0
Paracetamol,Lercanidypina,1
Tinzaparina,Kwasy tłuszczowe omega-3,4
Cyklofosfamid,Quazepam,3
Ropiniol,Zalepon,4
Losartan,Nicorandil,3
Fenmetrazine,Wilanderol,3
Wodorowęglan sodu,Ledipaswir,3
Droperidol,Almotriptan,1
Torasemid,Ribostamycyna,4
Aminofilina,Camazepam,4
Haloperidol,Ergoloid mesylan,1
Fenoprofen,Hydralazina,2
Nifedipina,Dabrafenib,2
Cetyryzyna,Mianserina,4
Tymazepam,kwas gamma-hydroksybutyryczny,2
Flukonazol,Armodafinil,0
Fenobarbital,Bosutynib,2
Fenelzine,Eprosartan,2
Haloperidol,Bromocripteina,0
Nefazodon,Pranlukast,1
Rifampicyna,Sofosbuwir,0
Colchicyna,Lumactaftor,2
Desloratadyna,Talidomid,3
Sulpiryd,Doksepina,0
Isoflurane,Metyrozyna,4
Eszopiclon,Zolpidem,4
Nelfinawir,Zuclopentiksol,4
Pentazokina,Bumetanid,4
Atropina,Umeclidnium,2
Pentosan polisulfat,Tinzaparina,3
Ibritrumomab tiuksetan,Argatroban,1
Tipranawir,Etrawiryna,3
Deksametazon,Deferasiroks,3
Anagrelid,Kwas salicylowy,4
Spektaklomycyna,Cefoksitina,1
Fluperiksol,Prometazyna,0
Fluoksetyna,Procainamid,0
Clobazam,Metyrozyna,0
Doksepina,Chlormezanon,1
Infliksymab,Etodolak,1
Etodolak,Ridogrel,3
Acepromazyna,Tetrabenazyna,4
Fezoterodina,Eliglustat,0
Dihydroergotamina,Sulpiryd,4
Fluoksetyna,Maprotilina,4
Rifampicyna,Dienogest,0
Alteplaze,Tiklopidyna,4
Sparfloksacyna,Glukonat wapnia,1
Prochlorperazina,Tapentadol,0
Sulpiryd,Fosforan Tedizolidu,3
Itrakonazol,Arypiprazol,1
Trympramina,Kation litowy,4
Prokarbazyn,Domperidon,2
Foscarnet,Amfotericin B,3
Risperidon,Rasagilina,0
Fluisolid,Dronedaron,2
Moksifloksacyna,Żelazny dekstran,4
Insulina Lispro,Rosiglitazon,4
Mezorydazyna,Isocarboksazid,3
Beksaroten,Prazipantel,4
Fenobarbital,Flibanserina,4
Walsartan,Kofeina,2
Felbamat,Orlistat,4
Ramipryl,Metroheksital,3
Tamoksyfen,Edoksaban,3
Everolimus,Nilotynib,4
Dyporylina,Chlormezanon,0
Tioridazine,Wortioksetyna,0
Tirofiban,Enoksaparina,2
Telitromycyna,Itrakonazol,2
Tamsulosina,Simeprewir,3
Paroksetyna,Propafenon,0
MequitaZine,Bupropion,2
Fluoksetyna,Pentosan polisulfat,4
Infliksymab,Edoksaban,3
Klarytromycyna,Iksabepilon,0
Arypiprazol,Eslicarbazepine octan,0
Bromocripteina,Fosforan Tedizolidu,3
Fenoterol,Fosforan Tedizolidu,0
Adalimumab,Roflumilast,3
Lovastatyna,Fenofibrat,0
Progesteron,Brentuksimab Wedotina,3
Acenokumarol,Abirateron,1
Roflumilast,Panobinostat,1
Cimetidyna,Erlotynib,3
Etopozyj,Palbocyclib,4
Azatioprine,Leflunomyd,3
Dronabinol,Benzphetamina,0
Telitromycyna,Brentuksimab Wedotina,0
Fenylefryna,Metoksamina,1
Ritonawir,Chlorochina,2
Wenlafaksine,Diflunisal,0
Pegvisomant,Butorfanol,4
Oksycodon,Hydroflumetiazyd,4
Oksycodon,Nilotynib,0
Prednizolon,Ceritnib,4
Kultury,Sertindole,4
Karbinoksamina,Ramosetron,0
Betametazon,Indacaterol,0
Loksapine,Meperidyna,2
Klozapina,Suvoreksant,2
Estradiol,Tesmilifen,2
Dabrafenib,Wodorotlenek magnezu,1
Kobikistat,Etizolam,4
Isradypina,Fentolamina,2
Metaksalon,Rufinamid,2
Diltiazem,Pentonoksifylina,4
Etodolak,Trichlormetiazyd,4
Fenobarbital,Olaparib,0
Nelfinawir,Brentuksimab Wedotina,2
Domperidon,Posakonazol,3
Celecoksib,Paroksetyna,3
Sertralina,Eteksylan dibagatranu,1
Ramipryl,Nicorandil,3
Metroheksital,Metyrozyna,0
Cisplatyn,Tobramycyna,1
Imatynib,Simeprewir,1
Oksandrolon,Dullaglutyd,4
Triazolam,Tapentadol,1
Labetalol,Linezolid,0
Fentoina,Meperidyna,2
Minoksidil,Trebrostinil,1
Epinefryna,ChlorphenMine,0
Selegilina,Paliperydon,3
Rifabutina,Mifepriston,0
Diflunisal,Kation litowy,2
Fluwoksamina,Zuclopentiksol,0
Tocilizumab,Boceprewir,4
Werteporfina,Tetracyklina,3
Ketoprofen,Heparyna,4
Doksylamine,Bromazepam,2
Toksyna botulinowa typu A,Bromfeniramina,4
Itrakonazol,Flunizyna,3
Tramadol,Woriconazol,0
Chlorotrianisen,Lopinawir,3
Doksycylina,Metroheksital,3
Nateglinyd,Tocilizumab,2
Perflutren,Mifepriston,1
Rifapencja,Dronedaron,2
Sucykinylocholina,Siarczan magnezu,0
Indinewir,Panobinostat,3
Nelfinawir,Pimozyd,2
Fosamprenawir,Ulipristal,1
Mifepriston,Boceprewir,3
Fenelzine,Perindopril,2
Tymazepam,Ropiniol,3
Bendroflumetiazyd,Buprenorfina,2
Butabarbital,Azelastyna,0
Amiloryd,Tranilcypromina,4
Wildagliplina,Dienogest,4
Dacarbazine,Wemurafenib,2
Moklobemid,Molindon,2
Droperidol,Diazepam,4
Doofetiled,Formoterol,4
Dyporylina,Salmeterol,4
Triamteren,Oksymorphon,2
Miglitol,Fenelzine,0
Topotekan,Amiodaron,2
Metroheksital,Warfaryna,4
Izawukonazol,Lurasidon,4
Piroksicam,Drospirenon,1
Meksiletyna,Rasagilina,4
Ziprazidon,MetotrimePrazine,4
Nisoldypina,Cimetidyna,2
Etonogestrel,Lamotrygina,2
Ziprazidon,Tolbutamid,3
Wilazodon,Ibrrutynib,4
Nicardypina,Fenoksybenzamina,0
Fluperiksol,Tetrabenazyna,0
Morfina,Amiloryd,4
Tiklopidyna,Kultury,2
Sufentanil,Chlorek amonu,3
Alfentanil,Ramosetron,3
Metylofenidat,Fenoksybenzamina,4
Nabilon,Ramelteon,0
Metokssalen,Pentonoksifylina,2
Sugammadeks,Desirudina,4
Formoterol,Phendimetrazine,3
Ramipryl,Sacubitril,0
EPTIFIBATIDE,PHENPROUMON,1
Tramadol,Metyrozyna,3
Acenokumarol,Ibrrutynib,2
Amrinon,Glukonat wapnia,1
Apiksaban,Enzalutamid,4
Nafcillina,Aksitynib,3
Posakonazol,Silodozyna,4
Klozapina,Nabilon,0
Chlorotiazid,Repaglinid,4
Warfaryna,Hydrat chloralny,1
Amitriptlina,Tiotiksen,3
Esmolol,Poraktant Alfa,4
Deferasiroks,Izawukonazol,0
Trastuzumab,Tacrolimus,4
Flutamid,Konivaptan,2
Kwas etanrynowy,Heksobarbital,0
Flurazepam,Buprenorfina,3
Perfenazyna,Nefazodon,3
Telitromycyna,Gabapentyna,2
Tripolidynę,Pramlintyd,2
Kofeina,Metolazon,3
Megestrol octan,Gliklazyd,4
Klonidyna,Lewodopa,0
MetotrimePrazine,Catinon,1
Nimodypina,Delavirdine,2
Posakonazol,Boceprewir,4
Werapamil,Daunorubicyna,4
Trazodon,Fengamfamina,1
Betametazon,Oksandrolon,3
Triamteren,Toldaptan,4
Propranolol,Obinutuzumab,1
Tramadol,Eliglustat,3
Linezolid,Mezorydazyna,2
Ropiniol,Gabapentyna,3
Desogestrel,Insulinay klepsyjna,1
Remifentanil,Bepridil,4
Denosumab,Golimumab,0
Anistreplaze,Abciksimab,3
Butabarbital,Perindopril,2
Loksapine,Perampanel,2
Streptomycyna,Kwas tiaproofenowy,2
Sotalol,Mifepriston,2
Ziprazidon,Fentanyl,0
Escitalopram,Kwas salicylowy,0
Cefprozil,Acenokumarol,0
Clemastena,Ramosetron,0
Oktreotyd,Pindolol,3
Topiramat,Minocyklina,4
Mitomycyna,Tofacitynib,0
Retplaze,Wortioksetyna,4
Brimondyna,Wigabatrina,2
Lamotrygina,Itrakonazol,3
Isradypina,Molsidomine,4
Nilotynib,Wodorotlenek aluminium,2
Teofilina,"Tarczyca, świńska",4
Ketokonazol,Arypiprazol,3
Walsartan,Karwedilol,4
Telaprewir,Luliconazol,2
Tamsulosina,Bepridil,3
Sildenafil,Amyl azotyn,2
Trimetoprim,Azilsartan medoksomil,0
Minocyklina,Oksymorphon,3
Desogestrel,Apiksaban,2
Duloksetyna,Nortriptylina,0
Dronabinol,Skopolamina,3
Tymazepam,Buprenorfina,4
Metformina,Acetazolamid,0
Toksyna botulinowa typu B,Oksybutynina,4
Simvastatyna,Luliconazol,2
Etopozyj,Atovaquon,0
Indacaterol,Doksofilina,2
Saquinawir,Lewomilnacipran,0
Dimenhydrunat,Tiotropium,1
Sirolimus,Telaprewir,2
Metolazon,Deksketoprofen,4
Delavirdine,Flibanserina,0
Repaglinid,Klarytromycyna,2
Midodryna,Sotalol,3
Beksaroten,Rifabutina,0
kwas gamma-hydroksybutyryczny,Paraldehyd,0
Fondaparinuks,Collagenase Clostridium Histolitum,0
Metformina,Worinostat,1
Haloperidol,Kwas fusydowy,4
Pimozyd,Danazol,2
Insulina Ludzka,Insulina Lispro,1
Eretriptan,Pimozyd,3
Chlorpropamid,Asenapina,3
Prednizon,Indacaterol,1
Konivaptan,Wemurafenib,3
Triazolam,Netupitant,4
Ranolazine,Nefazodon,4
Flurburfofen,Kwas deoksycholowy,2
Amfetamina,Doksofilina,2
Paraldehyd,Stiripentol,2
Indometacyna,Fenindion,1
Clobazam,Azelastyna,0
Dietylopropion,Formoterol,2
Anistreplaze,Nadroparyna,2
Tadalafil,Silodozyna,0
Flibanserina,Glicerol fenylbutyrat,3
Betaksolol,Chinina,2
Wenlafaksine,Tripolidynę,2
Rosuvastatyna,Boceprewir,4
Nefazodon,Imidafenacyna,3
Lisdeksamfetamina,Zuclopentiksol,2
Captopril,Darunawir,3
Alfuzosina,Palbocyclib,3
Ropiniol,Isoflurane,1
Galantamina,Acepromazyna,0
Promazina,Prometazyna,1
Bosentan,Enzalutamid,1
Tobramycyna,Pancuronium,4
Rifampicyna,Izawukonazol,0
Peginterferon alfa-2b,Stiripentol,1
Kofeina,Nafazolina,4
Olopatadyna,Rufinamid,1
Fenoprofen,Perindopril,4
Acebutolol,Pirbuterol,4
Porfimer Sodium,Perfenazyna,0
Meloksykam,Heparyna,3
Haloperidol,Rufinamid,4
Ciprofloksacyna,Telmisartan,3
Diflunisal,Prymenid,2
Nabumeton,Wankomycyna,2
Kalcytriol,Sevelamer,3
Chlorotrianisen,Hydrokortyzon,1
Gentamy,Benzylopenicyna,1
Tacrolimus,Leflunomyd,0
Tipranawir,Nefazodon,4
Citalopram,Acetofenazyna,3
Indacaterol,Atosiban,1
Amlodypina,Bosentan,1
Topiramat,Mirtazapine,0
Fenelzine,Repaglinid,4
Irinotecan,Kwas fusydowy,3
Morfina,Bromfeniramina,0
Telaprewir,Dienogest,2
Benzphetamina,Zuclopentiksol,0
Tripolidynę,Trichlormetiazyd,1
Trazodon,Siltuksimab,0
Quetiapine,Palbocyclib,1
Insulina Ludzka,Metreptyna,1
Macetentan,Ceritnib,1
Fondaparinuks,Etyylestradiol,2
TROSPIUM,Tacrine,4
Prochlorperazina,Fosforan Tedizolidu,4
Doksylamine,Oksycodon,2
Mannitol,Gentamy,0
Fenelzine,Pizotifen,1
Desogestrel,Butobarbitalny,4
Midodryna,Kabergolina,3
Worinostat,Wildagliplina,3
Karbamazepina,Fosforan Tedizolidu,2
Colesevelam,Deksametazon,3
Siarczan magnezu,Prenyloaminę,3
Rivastigmine,MetotrimePrazine,4
Mifepriston,Zonisamid,3
Nabumeton,Talniflumat,2
Nicardypina,Parecoksib,2
Erytromycyna,Stiripentol,1
Fentoina,Everolimus,2
Sulfadiazina,Tlenek azotu,2
Roflumilast,Dinuteuksimab,3
Dutasteryd,Idelalisib,4
Tolmetina,Nadolol,4
Ergoloid mesylan,Stiripentol,0
Oksymetazlina,Armodafinil,4
Prometazyna,MetotrimePrazine,0
Klonidyna,Minocyklina,1
Ranolazine,Atazanawir,3
Ivacaft,Tofacitynib,0
Rifabutina,Dziurawiec,1
Estrone siarczan,Sulodeksyd,0
Siarczan magnezu,Wigabatrina,1
Pramipeksole,Levetiracetam,3
Infliksymab,Esmolol,4
Aprepitant,Palbocyclib,2
Sipuleucel-T,Belmumab,0
Leuprolyd,Gemifloksacyna,1
Chlorochina,Pirantel,4
Sulindak,Apiksaban,1
Nefazodon,Macetentan,3
Mirtazapine,Bromazepam,3
Cyklosporyna,Testosteron,2
Simvastatyna,Klarytromycyna,1
Goserelina,Tacrolimus,3
Izawukonazol,Fosaprepitant,0
Beksaroten,Ritonawir,0
Simvastatyna,Atazanawir,1
Rifapencja,Bepridil,2
Tiagabina,Orphenadryna,1
Kwas aminokaprojowy,Fibrynogen Human,0
Nebivolol,Ivabradyna,1
Leuprolyd,Capromab pendetyd,3
Porfimer Sodium,Indapamid,1
Windesine,Itrakonazol,2
Naproksen,Heparyna,2
Doksorubicyna,Wandetanib,3
Mirtazapine,Lewokabastyna,0
Secobarbital,Nortriptylina,4
Butabarbital,Woriconazol,0
Zolpidem,Flumazenil,2
Pegvisomant,Tramadol,1
Brimondyna,Paroksetyna,4
Zolpidem,Oksazepam,4
Pirbuterol,Clenbuterol,2
Insulinay klepsyjna,Estrone siarczan,0
Netilmycyna,Ketoprofen,2
Fenobarbital,Tofacitynib,1
Sipuleucel-T,Bazylia,1
Chlordiazepoksyd,Mifepriston,4
Clotrimazol,Sirolimus,2
Betametazon,Roflumilast,4
Insulina Ludzka,Nateglinyd,2
Pentobarbital,Mestranol,4
Colchicyna,Dronedaron,3
Dicoumarol,Fluorouracyl,2
Nelfinawir,Etosumid,2
Ondansetron,Frowatryptan,3
Betametazon,Alogliptyna,4
Torasemid,Enalapryl,3
Sitagliptyna,Cilazapril,1
Insulina Lispro,Tranilcypromina,0
Fenylopropanolamina,Aminofilina,0
Flukonazol,Metadon,3
Posakonazol,Eliglustat,3
Ranolazine,Naloksegol,1
Troglitazon,Pregabalina,2
Perfenazyna,Kation litowy,3
Gabapentyna,Orlistat,2
Erytromycyna,Lercanidypina,3
Dicoumarol,Progesteron,1
Secobarbital,Nateglinyd,4
Nabilon,Cyklizine,0
Amifostyna,Nebivolol,4
Guanfacyna,Perampanel,0
Capromab pendetyd,Triptorelina,3
Flukonazol,DOXAZOSYina,2
Natalizumab,Pimecrolimus,3
Phentermine,Metenamina,4
Chlorpromazyna,Kation litowy,2
Lewokabastyna,Mirabegron,0
Tipranawir,Rabeprazol,0
Sulfizoksazol,Sulfadiazina,0
Tiklopidyna,Kodeina,4
Ranolazine,Fentoina,4
Insulina Lispro,Fosamprenawir,0
Mirtazapine,Guanfacyna,2
Sertralina,Limaprost,2
Butorfanol,Oksybatan sodu,0
Tofacitynib,Obinutuzumab,0
Timolol,Panobinostat,2
Torasemid,Pirbuterol,1
Foscarnet,Streptomycyna,1
Mirtazapine,Skopolamina,0
Dacarbazine,Roflumilast,0
Fluwoksamina,Ciprofloksacyna,0
Mitotane,Escitalopram,0
Isradypina,Chinina,1
Chlorochina,Mebendazol,0
Noetisteron,Insulina Aspart,4
Temsirolimus,Dabrafenib,3
Tranilcypromina,Asenapina,3
Dipyridamole,Heptabarbital,0
Prymidon,Telaprewir,1
Amiloryd,Amifostyna,4
Klozapina,Etopozyj,4
Tranilcypromina,Umeclidnium,4
Isosorbide Dinitrat,Nicorandil,0
Oksymorphon,Tapentadol,4
Darbepoetin Alfa,Nandrolone Fenpropionat,4
Prymidon,Lapatynib,4
Pseudoefedryna,Salmeterol,3
Erytromycyna,Citalopram,2
Eprosartan,Kation litowy,2
Nifedipina,Rifapencja,1
Ibrrutynib,Kwasy tłuszczowe omega-3,1
Trebrostinil,Octan cyproteronu,2
Urokinaza,Sulindak,1
Alteplaze,Nabumeton,1
Kwas fusydowy,Tofacitynib,3
Reserpina,Maprotilina,4
Ranolazine,Posakonazol,1
Colchicyna,Fenofibrat,3
Ibritrumomab tiuksetan,Prasugrel,3
Pindolol,Moksonidyna,3
Isocarboksazid,ACLIDIUM,1
Siarczan magnezu,Klarytromycyna,1
Isradypina,Johimbina,4
Loratadyna,Dronabinol,0
Buspiron,Kwas fusydowy,2
Kwas pamidroniczny,Amikacja,4
Fluisolid,Fentoina,4
Cyklofosfamid,Sipuleucel-T,2
Meclizyna,MetotrimePrazine,0
Winblastyna,Tranilcypromina,0
Fenelzine,Błękit metylenowy,1
Klozapina,Clomipramina,4
Diklofenak,Naproksen,2
Karwedilol,Ivabradyna,3
Orphenadryna,Ziconotyd,0
Prokarbazyn,Quetiapine,1
